huid,Block2020,blockid,bgid,tractid,FIPScounty,numprec,ownershp,race,hispan,family,vacancy,gqtype,incomegroup,hhinc,randincome,poverty,BLOCKID20_str,huicounter1,huicounter2,huicounter3,ownershp1,ownershp2,ownershp3,strctid,strctid_flagsetrm,strctid_Block2020_flagsetrm,addrptid,fd_id_bid,huestimate,huicounter_addpt,placeNAME20,x,y,occtype,geometry,index_right,Site_ID,Site_Name,benz_ppb_p100_ppb,Household Income Group,Race Ethnicity
B482450059001012H006,482450059001012,482450059001012,482450059001,48245005900,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,8408.0,1.0,B482450059001012,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482357173-76X8V2GW+9JG-3-3-2-3,1.0,1.0,ST00nsi-482357173-76X8V2GW+9JG-3-3-2-3AP000000,nsi-482357173-76X8V2GW+9JG-3-3-2-3,1.0,1.0,Port Arthur,-93.953418,29.875937,RES1-1SNB,POINT (-93.953418 29.875937),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001012H011,482450059001012,482450059001012,482450059001,48245005900,48245.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,8273.0,1.0,B482450059001012,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482357174-76X8V2GW+8HP-3-3-4-2,1.0,1.0,ST00nsi-482357174-76X8V2GW+8HP-3-3-4-2AP000000,nsi-482357174-76X8V2GW+8HP-3-3-4-2,1.0,1.0,Port Arthur,-93.953538,29.875829,RES1-1SWB,POINT (-93.953538 29.875829),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001012H005,482450059001012,482450059001012,482450059001,48245005900,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,42445.0,0.0,B482450059001012,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482357175-76X8V2GW+76W-3-4-2-3,1.0,1.0,ST00nsi-482357175-76X8V2GW+76W-3-4-2-3AP000000,nsi-482357175-76X8V2GW+76W-3-4-2-3,1.0,1.0,Port Arthur,-93.954422,29.875742,RES1-1SNB,POINT (-93.954422 29.875742),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001012H010,482450059001012,482450059001012,482450059001,48245005900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,33347.0,0.0,B482450059001012,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482357176-76X8V2GW+7HJ-4-3-3-4,1.0,1.0,ST00nsi-482357176-76X8V2GW+7HJ-4-3-3-4AP000000,nsi-482357176-76X8V2GW+7HJ-4-3-3-4,1.0,1.0,Port Arthur,-93.953616,29.875723,RES1-1SNB,POINT (-93.953616 29.875723),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001012H002,482450059001012,482450059001012,482450059001,48245005900,48245.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,12098.0,1.0,B482450059001012,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482357177-76X8V2GW+6GF-4-4-3-4,1.0,1.0,ST00nsi-482357177-76X8V2GW+6GF-4-4-3-4AP000000,nsi-482357177-76X8V2GW+6GF-4-4-3-4,1.0,1.0,Port Arthur,-93.953718,29.875569,RES1-1SNB,POINT (-93.953718 29.875569),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"1 Less than $15,000","1 White alone, Not Hispanic"
B482450059001012H004,482450059001012,482450059001012,482450059001,48245005900,48245.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3262.0,1.0,B482450059001012,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482357178-76X8V2GW+54G-6-4-5-5,1.0,1.0,ST00nsi-482357178-76X8V2GW+54G-6-4-5-5AP000000,nsi-482357178-76X8V2GW+54G-6-4-5-5,1.0,1.0,Port Arthur,-93.954669,29.875443,RES1-1SNB,POINT (-93.954669 29.875443),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"1 Less than $15,000","6 Any Race, Hispanic"
B482450059001012H015,482450059001012,482450059001012,482450059001,48245005900,48245.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,5039.0,1.0,B482450059001012,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482357179-76X8V2GW+49Q-4-4-4-4,1.0,1.0,ST00nsi-482357179-76X8V2GW+49Q-4-4-4-4AP000000,nsi-482357179-76X8V2GW+49Q-4-4-4-4,1.0,1.0,Port Arthur,-93.954005,29.875336,RES1-1SNB,POINT (-93.954005 29.875336),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001012H009,482450059001012,482450059001012,482450059001,48245005900,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,12.0,4.0,91287.0,0.0,B482450059001012,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482357180-76X8V2GW+33V-3-4-4-3,1.0,1.0,ST00nsi-482357180-76X8V2GW+33V-3-4-4-3AP000000,nsi-482357180-76X8V2GW+33V-3-4-4-3,1.0,1.0,Port Arthur,-93.954823,29.875227,RES1-1SNB,POINT (-93.954823 29.875227),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"4 $75,000 to $99,999","2 Black alone, Not Hispanic"
B482450059001012H008,482450059001012,482450059001012,482450059001,48245005900,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,48313.0,0.0,B482450059001012,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482357181-76X8V2GW+28C-4-3-3-4,1.0,1.0,ST00nsi-482357181-76X8V2GW+28C-4-3-3-4AP000000,nsi-482357181-76X8V2GW+28C-4-3-3-4,1.0,1.0,Port Arthur,-93.954248,29.875072,RES1-1SNB,POINT (-93.954248 29.875072),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001012H003,482450059001012,482450059001012,482450059001,48245005900,48245.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,13797.0,1.0,B482450059001012,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482357182-76X8V2FW+X7R-3-4-3-3,1.0,1.0,ST00nsi-482357182-76X8V2FW+X7R-3-4-3-3AP000000,nsi-482357182-76X8V2FW+X7R-3-4-3-3,1.0,1.0,Port Arthur,-93.954353,29.874976,RES1-1SNB,POINT (-93.954353 29.874976),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"1 Less than $15,000","1 White alone, Not Hispanic"
B482450059001012H016,482450059001012,482450059001012,482450059001,48245005900,48245.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,7520.0,1.0,B482450059001012,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482357183-76X8V2FW+X5G-3-4-4-3,1.0,1.0,ST00nsi-482357183-76X8V2FW+X5G-3-4-4-3AP000000,nsi-482357183-76X8V2FW+X5G-3-4-4-3,1.0,1.0,Port Arthur,-93.954533,29.874926,RES1-1SNB,POINT (-93.954533 29.874926),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001012H007,482450059001012,482450059001012,482450059001,48245005900,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,26468.0,0.0,B482450059001012,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482357184-76X8V2GW+99V-2-2-2-2,1.0,1.0,ST00nsi-482357184-76X8V2GW+99V-2-2-2-2AP000000,nsi-482357184-76X8V2GW+99V-2-2-2-2,1.0,1.0,Port Arthur,-93.954064,29.875998,RES1-2SNB,POINT (-93.954064 29.875998),0.0,1.0,West Port Arthur - Foley Watershed,0.43609098,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450051002039H001,482450051002039,482450051002039,482450051002,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,20462.0,0.0,B482450051002039,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482357220-76X8V26W+R76-3-3-3-2,1.0,1.0,ST00nsi-482357220-76X8V26W+R76-3-3-3-2AP000000,nsi-482357220-76X8V26W+R76-3-3-3-2,1.0,1.0,Port Arthur,-93.954345,29.862034,RES1-1SNB,POINT (-93.954345 29.862034),0.0,1.0,West Port Arthur - Foley Watershed,0.4990833,"2 $15,000 to $24,999","2 Black alone, Not Hispanic"
B482450051002039H002,482450051002039,482450051002039,482450051002,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051002039,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482357221-76X8V26W+W74-5-4-5-5,2.0,2.0,ST00nsi-482357221-76X8V26W+W74-5-4-5-5AP000000,nsi-482357221-76X8V26W+W74-5-4-5-5,1.0,1.0,Port Arthur,-93.954283,29.862264,RES1-1SNB,POINT (-93.954283 29.862264),0.0,1.0,West Port Arthur - Foley Watershed,0.4990833,,
B482450051002039H003,482450051002039,482450051002039,482450051002,48245005100,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450051002039,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482357222-76X8V27W+2CM-3-3-4-4,2.0,2.0,ST00nsi-482357222-76X8V27W+2CM-3-3-4-4AP000000,nsi-482357222-76X8V27W+2CM-3-3-4-4,1.0,1.0,Port Arthur,-93.953968,29.86258,RES1-1SNB,POINT (-93.953968 29.86258),0.0,1.0,West Port Arthur - Foley Watershed,0.4990833,,
B482450059001034H006,482450059001034,482450059001034,482450059001,48245005900,48245.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1746.0,1.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362050-76X8V2CV+7F9-3-3-4-3,1.0,1.0,ST00nsi-482362050-76X8V2CV+7F9-3-3-4-3AP000000,nsi-482362050-76X8V2CV+7F9-3-3-4-3,1.0,1.0,Port Arthur,-93.956264,29.870653,RES1-1SNB,POINT (-93.956264 29.870653),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001034H003,482450059001034,482450059001034,482450059001,48245005900,48245.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,35428.0,0.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362051-76X8V2CV+GQW-4-4-4-3,1.0,1.0,ST00nsi-482362051-76X8V2CV+GQW-4-4-4-3AP000000,nsi-482362051-76X8V2CV+GQW-4-4-4-3,1.0,1.0,Port Arthur,-93.955533,29.871368,RES1-1SNB,POINT (-93.955533 29.871368),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482362052-76X8V2CV+FMQ-3-3-3-2,,,,,,RES1-1SNB,POINT (-93.955755 29.871214),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482362053-76X8V2CV+CMJ-3-3-2-2,,,,,,RES1-1SNB,POINT (-93.955849 29.871099),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,,
B482450059001034H007,482450059001034,482450059001034,482450059001,48245005900,48245.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,13828.0,1.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362054-76X8V2CV+CXM-3-3-4-3,1.0,1.0,ST00nsi-482362054-76X8V2CV+CXM-3-3-4-3AP000000,nsi-482362054-76X8V2CV+CXM-3-3-4-3,1.0,1.0,Port Arthur,-93.955077,29.871076,RES1-1SNB,POINT (-93.955077 29.871076),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001034H014,482450059001034,482450059001034,482450059001,48245005900,48245.0,4.0,2.0,7.0,1.0,1.0,0.0,0.0,16.0,5.0,220140.0,0.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362055-76X8V2CV+CJ3-3-2-2-3,1.0,1.0,ST00nsi-482362055-76X8V2CV+CJ3-3-2-2-3AP000000,nsi-482362055-76X8V2CV+CJ3-3-2-2-3,1.0,1.0,Port Arthur,-93.955958,29.871019,RES1-1SNB,POINT (-93.955958 29.871019),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"5 $100,000 or more","6 Any Race, Hispanic"
B482450059001034H005,482450059001034,482450059001034,482450059001,48245005900,48245.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,36519.0,0.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362056-76X8V2CV+9H4-3-3-4-4,1.0,1.0,ST00nsi-482362056-76X8V2CV+9H4-3-3-4-4AP000000,nsi-482362056-76X8V2CV+9H4-3-3-4-4,1.0,1.0,Port Arthur,-93.956062,29.870879,RES1-1SNB,POINT (-93.956062 29.870879),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450059001034H001,482450059001034,482450059001034,482450059001,48245005900,48245.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,91065.0,0.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362057-76X8V2CV+8WJ-3-3-2-3,1.0,1.0,ST00nsi-482362057-76X8V2CV+8WJ-3-3-2-3AP000000,nsi-482362057-76X8V2CV+8WJ-3-3-2-3,2.0,1.0,Port Arthur,-93.955232,29.870845,RES3A,POINT (-93.955232 29.870845),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"4 $75,000 to $99,999","2 Black alone, Not Hispanic"
B482450059001034H013,482450059001034,482450059001034,482450059001,48245005900,48245.0,5.0,2.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,12438.0,1.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362058-76X8V2CV+7VP-2-2-3-2,1.0,1.0,ST00nsi-482362058-76X8V2CV+7VP-2-2-3-2AP000000,nsi-482362058-76X8V2CV+7VP-2-2-3-2,1.0,1.0,Port Arthur,-93.955292,29.870702,RES1-2SNB,POINT (-93.955292 29.870702),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"1 Less than $15,000","6 Any Race, Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482362059-76X8V2CV+7R3-3-4-4-3,,,,,,RES1-1SNB,POINT (-93.95544 29.870633),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,,
B482450059001034H017,482450059001034,482450059001034,482450059001,48245005900,48245.0,0.0,,,,,1.0,0.0,0.0,0.0,,,B482450059001034,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482362060-76X8V2CV+6F3-4-3-4-3,2.0,2.0,ST00nsi-482362060-76X8V2CV+6F3-4-3-4-3AP000000,nsi-482362060-76X8V2CV+6F3-4-3-4-3,1.0,1.0,Port Arthur,-93.956325,29.870516,RES1-1SNB,POINT (-93.956325 29.870516),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,,
B482450059001034H018,482450059001034,482450059001034,482450059001,48245005900,48245.0,0.0,,,,,1.0,0.0,0.0,0.0,,,B482450059001034,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482362061-76X8V2CV+5CC-3-2-3-3,2.0,2.0,ST00nsi-482362061-76X8V2CV+5CC-3-2-3-3AP000000,nsi-482362061-76X8V2CV+5CC-3-2-3-3,1.0,1.0,Port Arthur,-93.956492,29.870438,RES1-1SNB,POINT (-93.956492 29.870438),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,,
B482450059001034H004,482450059001034,482450059001034,482450059001,48245005900,48245.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,12.0,4.0,83464.0,0.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362062-76X8V2CV+49G-3-3-4-3,1.0,1.0,ST00nsi-482362062-76X8V2CV+49G-3-3-4-3AP000000,nsi-482362062-76X8V2CV+49G-3-3-4-3,1.0,1.0,Port Arthur,-93.956554,29.870307,RES1-1SNB,POINT (-93.956554 29.870307),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"4 $75,000 to $99,999","6 Any Race, Hispanic"
B482450059001034H010,482450059001034,482450059001034,482450059001,48245005900,48245.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,12607.0,1.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362063-76X8V2CV+4M3-5-3-5-4,1.0,1.0,ST00nsi-482362063-76X8V2CV+4M3-5-3-5-4AP000000,nsi-482362063-76X8V2CV+4M3-5-3-5-4,1.0,1.0,Port Arthur,-93.95583,29.870259,RES1-1SNB,POINT (-93.95583 29.870259),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001034H015,482450059001034,482450059001034,482450059001,48245005900,48245.0,0.0,,,,,1.0,0.0,0.0,0.0,,,B482450059001034,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482362064-76X8V2CV+27P-2-2-2-2,2.0,2.0,ST00nsi-482362064-76X8V2CV+27P-2-2-2-2AP000000,nsi-482362064-76X8V2CV+27P-2-2-2-2,1.0,1.0,Port Arthur,-93.956802,29.870098,RES1-1SNB,POINT (-93.956802 29.870098),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,,
B482450059001034H002,482450059001034,482450059001034,482450059001,48245005900,48245.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6478.0,1.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362065-76X8V2CV+2JF-3-3-2-2,1.0,1.0,ST00nsi-482362065-76X8V2CV+2JF-3-3-2-2AP000000,nsi-482362065-76X8V2CV+2JF-3-3-2-2,1.0,1.0,Port Arthur,-93.955946,29.87007,RES1-1SNB,POINT (-93.955946 29.87007),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001034H016,482450059001034,482450059001034,482450059001,48245005900,48245.0,0.0,,,,,1.0,0.0,0.0,0.0,,,B482450059001034,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482362066-76X8V29V+XHP-3-3-3-3,2.0,2.0,ST00nsi-482362066-76X8V29V+XHP-3-3-3-3AP000000,nsi-482362066-76X8V29V+XHP-3-3-3-3,1.0,1.0,Port Arthur,-93.956045,29.869958,RES1-1SNB,POINT (-93.956045 29.869958),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,,
B482450059001034H019,482450059001034,482450059001034,482450059001,48245005900,48245.0,0.0,,,,,1.0,0.0,0.0,0.0,,,B482450059001034,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482362067-76X8V29V+XG8-4-4-5-4,2.0,2.0,ST00nsi-482362067-76X8V29V+XG8-4-4-5-4AP000000,nsi-482362067-76X8V29V+XG8-4-4-5-4,1.0,1.0,Port Arthur,-93.956179,29.869905,RES1-1SNB,POINT (-93.956179 29.869905),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,,
B482450059001034H009,482450059001034,482450059001034,482450059001,48245005900,48245.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,7430.0,1.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362068-76X8V29V+W67-5-5-5-5,1.0,1.0,ST00nsi-482362068-76X8V29V+W67-5-5-5-5AP000000,nsi-482362068-76X8V29V+W67-5-5-5-5,1.0,1.0,Port Arthur,-93.956954,29.869795,RES1-1SNB,POINT (-93.956954 29.869795),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450059001034H011,482450059001034,482450059001034,482450059001,48245005900,48245.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,14.0,5.0,139788.0,0.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362069-76X8V29V+Q9M-4-3-4-3,1.0,1.0,ST00nsi-482362069-76X8V29V+Q9M-4-3-4-3AP000000,nsi-482362069-76X8V29V+Q9M-4-3-4-3,1.0,1.0,Port Arthur,-93.956575,29.869462,RES1-1SNB,POINT (-93.956575 29.869462),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"5 $100,000 or more","2 Black alone, Not Hispanic"
B482450059001034H012,482450059001034,482450059001034,482450059001,48245005900,48245.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,12.0,4.0,77391.0,0.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362070-76X8V29V+P8F-3-3-3-3,1.0,1.0,ST00nsi-482362070-76X8V29V+P8F-3-3-3-3AP000000,nsi-482362070-76X8V29V+P8F-3-3-3-3,1.0,1.0,Port Arthur,-93.956692,29.869315,RES1-1SNB,POINT (-93.956692 29.869315),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"4 $75,000 to $99,999","2 Black alone, Not Hispanic"
B482450059001034H008,482450059001034,482450059001034,482450059001,48245005900,48245.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,10.0,3.0,59988.0,0.0,B482450059001034,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482362071-76X8V29V+M7P-5-4-4-4,1.0,1.0,ST00nsi-482362071-76X8V29V+M7P-5-4-4-4AP000000,nsi-482362071-76X8V29V+M7P-5-4-4-4,1.0,1.0,Port Arthur,-93.956808,29.86922,RES1-1SNB,POINT (-93.956808 29.86922),0.0,1.0,West Port Arthur - Foley Watershed,0.42123073,"3 $25,000 to $74,999","2 Black alone, Not Hispanic"
B482450051002027H001,482450051002027,482450051002027,482450051002,48245005100,48245.0,0.0,,,,,1.0,0.0,0.0,0.0,,,B482450051002027,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482799212-76X8V394+F68-3-2-3-3,2.0,2.0,ST00nsi-482799212-76X8V394+F68-3-2-3-3AP000000,nsi-482799212-76X8V394+F68-3-2-3-3,1.0,1.0,Port Arthur,-93.944433,29.86866,RES1-1SNB,POINT (-93.944433 29.86866),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482799213-76X8V394+63H-3-3-4-3,,,,,,COM2,POINT (-93.944773 29.868059),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482799214-76X8V394+63H-3-3-4-3,,,,,,COM1,POINT (-93.944773 29.868059),0.0,1.0,West Port Arthur - Foley Watershed,0.28823557,,
B482450051001028H008,482450051001028,482450051001028,482450051001,48245005100,48245.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0,5.0,239678.0,0.0,B482450051001028,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482799220-76X8V364+M3W-3-3-3-3,1.0,1.0,ST00nsi-482799220-76X8V364+M3W-3-3-3-3AP000000,nsi-482799220-76X8V364+M3W-3-3-3-3,1.0,1.0,Port Arthur,-93.944796,29.861735,RES1-1SNB,POINT (-93.944796 29.861735),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,"5 $100,000 or more","1 White alone, Not Hispanic"
B482450051001028H016,482450051001028,482450051001028,482450051001,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4379.0,1.0,B482450051001028,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482799221-76X8V364+V3J-3-3-3-3,1.0,1.0,ST00nsi-482799221-76X8V364+V3J-3-3-3-3AP000000,nsi-482799221-76X8V364+V3J-3-3-3-3,1.0,1.0,Port Arthur,-93.944871,29.862212,RES1-1SNB,POINT (-93.944871 29.862212),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450051001028H002,482450051001028,482450051001028,482450051001,48245005100,48245.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,5.0,245600.0,0.0,B482450051001028,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482799222-76X8V363+RWX-4-3-3-4,1.0,1.0,ST00nsi-482799222-76X8V363+RWX-4-3-3-4AP000000,nsi-482799222-76X8V363+RWX-4-3-3-4,1.0,1.0,Port Arthur,-93.945155,29.862124,RES1-1SNB,POINT (-93.945155 29.862124),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,"5 $100,000 or more","1 White alone, Not Hispanic"
B482450051001028H013,482450051001028,482450051001028,482450051001,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,9426.0,1.0,B482450051001028,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482799223-76X8V363+RW6-3-3-2-2,1.0,1.0,ST00nsi-482799223-76X8V363+RW6-3-3-2-2AP000000,nsi-482799223-76X8V363+RW6-3-3-2-2,1.0,1.0,Port Arthur,-93.94523,29.862041,RES1-1SNB,POINT (-93.94523 29.862041),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450051001028H018,482450051001028,482450051001028,482450051001,48245005100,48245.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,15.0,5.0,157591.0,0.0,B482450051001028,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482799224-76X8V363+QVG-3-4-4-4,1.0,1.0,ST00nsi-482799224-76X8V363+QVG-3-4-4-4AP000000,nsi-482799224-76X8V363+QVG-3-4-4-4,1.0,1.0,Port Arthur,-93.945301,29.861926,RES1-1SNB,POINT (-93.945301 29.861926),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,"5 $100,000 or more","6 Any Race, Hispanic"
B482450051001028H010,482450051001028,482450051001028,482450051001,48245005100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1270.0,1.0,B482450051001028,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482799225-76X8V374+79J-4-3-3-4,1.0,1.0,ST00nsi-482799225-76X8V374+79J-4-3-3-4AP000000,nsi-482799225-76X8V374+79J-4-3-3-4,1.0,1.0,Port Arthur,-93.944112,29.86322,RES1-1SNB,POINT (-93.944112 29.86322),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,"1 Less than $15,000","2 Black alone, Not Hispanic"
B482450051001028H001,482450051001028,482450051001028,482450051001,48245005100,48245.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,5.0,211359.0,0.0,B482450051001028,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482799226-76X8V374+787-2-2-3-3,1.0,1.0,ST00nsi-482799226-76X8V374+787-2-2-3-3AP000000,nsi-482799226-76X8V374+787-2-2-3-3,1.0,1.0,Port Arthur,-93.944216,29.86315,RES1-1SNB,POINT (-93.944216 29.86315),0.0,1.0,West Port Arthur - Foley Watershed,0.33738545,"5 $100,000 or more","1 White alone, Not Hispanic"
