huid,Block2020,blockid,bgid,tractid,FIPScounty,numprec,ownershp,race,hispan,family,vacancy,gqtype,incomegroup,hhinc,randincome,poverty,BLOCKID20_str,huicounter1,huicounter2,huicounter3,ownershp1,ownershp2,ownershp3,strctid,strctid_flagsetrm,strctid_Block2020_flagsetrm,addrptid,fd_id_bid,huestimate,huicounter_addpt,placeNAME20,x,y,occtype,geometry,index_right,Site_ID,Site_Name,benz_ppb_p100_ppb,Race Ethnicity
B482450025001023H002,482450025001023,482450025001023,482450025001,48245002500,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,348.0,1.0,B482450025001023,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473697-86272WW5+XXF-2-2-2-2,1.0,1.0,ST00nsi-482473697-86272WW5+XXF-2-2-2-2AP000000,nsi-482473697-86272WW5+XXF-2-2-2-2,2.0,1.0,Beaumont,-94.090087,30.047438,RES1-1SNB,POINT (-94.090087 30.047438),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450025001023H007,482450025001023,482450025001023,482450025001,48245002500,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,3.0,41626.0,0.0,B482450025001023,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473699-86272WW6+X56-2-5-2-4,1.0,1.0,ST00nsi-482473699-86272WW6+X56-2-5-2-4AP000000,nsi-482473699-86272WW6+X56-2-5-2-4,2.0,1.0,Beaumont,-94.089607,30.047424,RES1-1SNB,POINT (-94.089607 30.047424),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450025001023H009,482450025001023,482450025001023,482450025001,48245002500,48245.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,15.0,5.0,191990.0,0.0,B482450025001023,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473701-86272WX6+44W-1-3-2-3,1.0,1.0,ST00nsi-482473701-86272WX6+44W-1-3-2-3AP000000,nsi-482473701-86272WX6+44W-1-3-2-3,2.0,1.0,Beaumont,-94.089666,30.047851,RES1-1SNB,POINT (-94.089666 30.047851),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482473739-86273W35+8PC-2-2-2-2,,,,,,RES3C,POINT (-94.090734 30.053319),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482473741-86273W35+6PM-2-1-2-1,,,,,,RES3C,POINT (-94.09071 30.053095),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450024002004H001,482450024002004,482450024002004,482450024002,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,12439.0,1.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473743-86273W35+8JH-2-1-2-1,1.0,1.0,ST00nsi-482473743-86273W35+8JH-2-1-2-1AP000000,nsi-482473743-86273W35+8JH-2-1-2-1,1.0,1.0,Beaumont,-94.090901,30.053316,RES1-1SNB,POINT (-94.090901 30.053316),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024002004H011,482450024002004,482450024002004,482450024002,48245002400,48245.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,11.0,3.0,66525.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473745-86273W35+8C2-4-2-3-2,1.0,1.0,ST00nsi-482473745-86273W35+8C2-4-2-3-2AP000000,nsi-482473745-86273W35+8C2-4-2-3-2,2.0,1.0,Beaumont,-94.091487,30.053275,RES1-1SNB,POINT (-94.091487 30.053275),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
B482450024002004H012,482450024002004,482450024002004,482450024002,48245002400,48245.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,5.0,3.0,25770.0,1.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473747-86273W35+7JH-2-1-2-1,1.0,1.0,ST00nsi-482473747-86273W35+7JH-2-1-2-1AP000000,nsi-482473747-86273W35+7JH-2-1-2-1,1.0,1.0,Beaumont,-94.090895,30.053187,RES1-1SNB,POINT (-94.090895 30.053187),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482473749-86273W35+5P7-3-2-2-2,,,,,,RES3C,POINT (-94.090717 30.052919),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450024002004H005,482450024002004,482450024002004,482450024002,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,12264.0,1.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473751-86273W35+3PV-4-1-4-2,1.0,1.0,ST00nsi-482473751-86273W35+3PV-4-1-4-2AP000000,nsi-482473751-86273W35+3PV-4-1-4-2,2.0,1.0,Beaumont,-94.090716,30.052746,RES1-1SNB,POINT (-94.090716 30.052746),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024002004H009,482450024002004,482450024002004,482450024002,48245002400,48245.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,9.0,3.0,46088.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473751-86273W35+3PV-4-1-4-2,1.0,1.0,ST00nsi-482473751-86273W35+3PV-4-1-4-2AP000001,nsi-482473751-86273W35+3PV-4-1-4-2,2.0,2.0,Beaumont,-94.090716,30.052746,RES1-1SNB,POINT (-94.090716 30.052746),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
B482450024002004H003,482450024002004,482450024002004,482450024002,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,19079.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473753-86273W35+3FM-4-2-3-2,1.0,1.0,ST00nsi-482473753-86273W35+3FM-4-2-3-2AP000000,nsi-482473753-86273W35+3FM-4-2-3-2,2.0,1.0,Beaumont,-94.091332,30.052714,RES1-1SNB,POINT (-94.091332 30.052714),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024002004H002,482450024002004,482450024002004,482450024002,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,19788.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473755-86273W35+3MR-3-1-3-2,1.0,1.0,ST00nsi-482473755-86273W35+3MR-3-1-3-2AP000000,nsi-482473755-86273W35+3MR-3-1-3-2,2.0,1.0,Beaumont,-94.090864,30.052733,RES1-1SNB,POINT (-94.090864 30.052733),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024002004H008,482450024002004,482450024002004,482450024002,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,11227.0,1.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473755-86273W35+3MR-3-1-3-2,1.0,1.0,ST00nsi-482473755-86273W35+3MR-3-1-3-2AP000001,nsi-482473755-86273W35+3MR-3-1-3-2,2.0,2.0,Beaumont,-94.090864,30.052733,RES1-1SNB,POINT (-94.090864 30.052733),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024002004H004,482450024002004,482450024002004,482450024002,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,59675.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473757-86273W35+3CJ-3-2-3-2,1.0,1.0,ST00nsi-482473757-86273W35+3CJ-3-2-3-2AP000001,nsi-482473757-86273W35+3CJ-3-2-3-2,2.0,2.0,Beaumont,-94.091493,30.052705,RES1-1SNB,POINT (-94.091493 30.052705),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024002004H006,482450024002004,482450024002004,482450024002,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,21637.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473757-86273W35+3CJ-3-2-3-2,1.0,1.0,ST00nsi-482473757-86273W35+3CJ-3-2-3-2AP000000,nsi-482473757-86273W35+3CJ-3-2-3-2,2.0,1.0,Beaumont,-94.091493,30.052705,RES1-1SNB,POINT (-94.091493 30.052705),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024002004H013,482450024002004,482450024002004,482450024002,48245002400,48245.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,9.0,3.0,49292.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473759-86273W35+3HX-2-1-2-2,1.0,1.0,ST00nsi-482473759-86273W35+3HX-2-1-2-2AP000000,nsi-482473759-86273W35+3HX-2-1-2-2,2.0,1.0,Beaumont,-94.091024,30.052736,RES1-2SNB,POINT (-94.091024 30.052736),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
B482450024002004H014,482450024002004,482450024002004,482450024002,48245002400,48245.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,12.0,4.0,87101.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473759-86273W35+3HX-2-1-2-2,1.0,1.0,ST00nsi-482473759-86273W35+3HX-2-1-2-2AP000001,nsi-482473759-86273W35+3HX-2-1-2-2,2.0,2.0,Beaumont,-94.091024,30.052736,RES1-2SNB,POINT (-94.091024 30.052736),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
B482450024002004H007,482450024002004,482450024002004,482450024002,48245002400,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,24358.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473760-86273W35+3GP-2-1-3-2,1.0,1.0,ST00nsi-482473760-86273W35+3GP-2-1-3-2AP000001,nsi-482473760-86273W35+3GP-2-1-3-2,2.0,2.0,Beaumont,-94.09118,30.052704,RES1-1SNB,POINT (-94.09118 30.052704),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024002004H015,482450024002004,482450024002004,482450024002,48245002400,48245.0,2.0,1.0,7.0,1.0,1.0,0.0,0.0,9.0,3.0,48336.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473760-86273W35+3GP-2-1-3-2,1.0,1.0,ST00nsi-482473760-86273W35+3GP-2-1-3-2AP000000,nsi-482473760-86273W35+3GP-2-1-3-2,2.0,1.0,Beaumont,-94.09118,30.052704,RES1-1SNB,POINT (-94.09118 30.052704),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
B482450024002004H010,482450024002004,482450024002004,482450024002,48245002400,48245.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,9.0,3.0,45727.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473762-86273W35+8G3-3-2-3-1,1.0,1.0,ST00nsi-482473762-86273W35+8G3-3-2-3-1AP000001,nsi-482473762-86273W35+8G3-3-2-3-1,2.0,2.0,Beaumont,-94.091188,30.05327,RES1-1SNB,POINT (-94.091188 30.05327),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
B482450024002004H016,482450024002004,482450024002004,482450024002,48245002400,48245.0,3.0,1.0,7.0,1.0,1.0,0.0,0.0,14.0,5.0,125883.0,0.0,B482450024002004,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473762-86273W35+8G3-3-2-3-1,1.0,1.0,ST00nsi-482473762-86273W35+8G3-3-2-3-1AP000000,nsi-482473762-86273W35+8G3-3-2-3-1,2.0,1.0,Beaumont,-94.091188,30.05327,RES1-1SNB,POINT (-94.091188 30.05327),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
B482450024001018H003,482450024001018,482450024001018,482450024001,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,25168.0,0.0,B482450024001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473764-86273W45+3M3-3-3-4-2,1.0,1.0,ST00nsi-482473764-86273W45+3M3-3-3-4-2AP000000,nsi-482473764-86273W45+3M3-3-3-4-2,1.0,1.0,Beaumont,-94.090817,30.055126,RES1-1SNB,POINT (-94.090817 30.055126),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024001018H008,482450024001018,482450024001018,482450024001,48245002400,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450024001018,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482473766-86273W45+5CM-3-2-3-3,2.0,2.0,ST00nsi-482473766-86273W45+5CM-3-2-3-3AP000000,nsi-482473766-86273W45+5CM-3-2-3-3,1.0,1.0,Beaumont,-94.091462,30.055457,RES1-1SNB,POINT (-94.091462 30.055457),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450024001018H001,482450024001018,482450024001018,482450024001,48245002400,48245.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,4.0,83228.0,0.0,B482450024001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473768-86273W45+39W-1-2-2-3,1.0,1.0,ST00nsi-482473768-86273W45+39W-1-2-2-3AP000000,nsi-482473768-86273W45+39W-1-2-2-3,1.0,1.0,Beaumont,-94.091562,30.055225,RES1-1SNB,POINT (-94.091562 30.055225),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"1 White alone, Not Hispanic"
B482450024001018H002,482450024001018,482450024001018,482450024001,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,5.0,108315.0,0.0,B482450024001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473770-86273W45+29P-2-2-1-3,1.0,1.0,ST00nsi-482473770-86273W45+29P-2-2-1-3AP000000,nsi-482473770-86273W45+29P-2-2-1-3,1.0,1.0,Beaumont,-94.091555,30.0551,RES1-1SWB,POINT (-94.091555 30.0551),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024001018H004,482450024001018,482450024001018,482450024001,48245002400,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,36871.0,0.0,B482450024001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473772-86273W35+XM8-2-3-2-2,1.0,1.0,ST00nsi-482473772-86273W35+XM8-2-3-2-2AP000000,nsi-482473772-86273W35+XM8-2-3-2-2,2.0,1.0,Beaumont,-94.090794,30.054905,RES3A,POINT (-94.090794 30.054905),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"2 Black alone, Not Hispanic"
B482450024001018H005,482450024001018,482450024001018,482450024001,48245002400,48245.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,14.0,5.0,139321.0,0.0,B482450024001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473774-86273W35+V98-3-2-2-3,1.0,1.0,ST00nsi-482473774-86273W35+V98-3-2-2-3AP000000,nsi-482473774-86273W35+V98-3-2-2-3,1.0,1.0,Beaumont,-94.091556,30.054675,RES1-1SNB,POINT (-94.091556 30.054675),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
B482450024001018H006,482450024001018,482450024001018,482450024001,48245002400,48245.0,5.0,1.0,6.0,1.0,1.0,0.0,0.0,5.0,3.0,29052.0,1.0,B482450024001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473776-86273W35+VG7-2-3-2-4,1.0,1.0,ST00nsi-482473776-86273W35+VG7-2-3-2-4AP000000,nsi-482473776-86273W35+VG7-2-3-2-4,1.0,1.0,Beaumont,-94.091215,30.054669,RES1-1SNB,POINT (-94.091215 30.054669),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,"6 Any Race, Hispanic"
B482450024001018H007,482450024001018,482450024001018,482450024001,48245002400,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450024001018,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482473778-86273W35+VM8-1-2-2-1,2.0,2.0,ST00nsi-482473778-86273W35+VM8-1-2-2-1AP000000,nsi-482473778-86273W35+VM8-1-2-2-1,1.0,1.0,Beaumont,-94.090787,30.054651,RES1-2SNB,POINT (-94.090787 30.054651),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2733824,
B482450017001073H010,482450017001073,482450017001073,482450017001,48245001700,48245.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2726.0,1.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473780-86273W85+9HW-2-2-3-3,1.0,1.0,ST00nsi-482473780-86273W85+9HW-2-2-3-3AP000000,nsi-482473780-86273W85+9HW-2-2-3-3,1.0,1.0,Beaumont,-94.091056,30.065977,RES1-1SNB,POINT (-94.091056 30.065977),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H012,482450017001073,482450017001073,482450017001,48245001700,48245.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,12.0,4.0,78845.0,0.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473782-86273W85+GRQ-2-1-3-2,1.0,1.0,ST00nsi-482473782-86273W85+GRQ-2-1-3-2AP000000,nsi-482473782-86273W85+GRQ-2-1-3-2,1.0,1.0,Beaumont,-94.090402,30.066332,RES1-1SNB,POINT (-94.090402 30.066332),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H006,482450017001073,482450017001073,482450017001,48245001700,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,6449.0,1.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473784-86273W85+GXQ-2-1-2-2,1.0,1.0,ST00nsi-482473784-86273W85+GXQ-2-1-2-2AP000000,nsi-482473784-86273W85+GXQ-2-1-2-2,1.0,1.0,Beaumont,-94.090031,30.066338,RES1-1SNB,POINT (-94.090031 30.066338),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H004,482450017001073,482450017001073,482450017001,48245001700,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7647.0,1.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473786-86273W86+G3J-2-2-3-2,1.0,1.0,ST00nsi-482473786-86273W86+G3J-2-2-3-2AP000000,nsi-482473786-86273W86+G3J-2-2-3-2,1.0,1.0,Beaumont,-94.089847,30.066326,RES1-1SNB,POINT (-94.089847 30.066326),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H005,482450017001073,482450017001073,482450017001,48245001700,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,48973.0,0.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473788-86273W86+G4F-3-1-4-2,1.0,1.0,ST00nsi-482473788-86273W86+G4F-3-1-4-2AP000000,nsi-482473788-86273W86+G4F-3-1-4-2,1.0,1.0,Beaumont,-94.089713,30.066302,RES1-1SNB,POINT (-94.089713 30.066302),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H015,482450017001073,482450017001073,482450017001,48245001700,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450017001073,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482473790-86273W85+GHG-2-2-2-3,2.0,2.0,ST00nsi-482473790-86273W85+GHG-2-2-2-3AP000000,nsi-482473790-86273W85+GHG-2-2-2-3,1.0,1.0,Beaumont,-94.091059,30.066305,RES1-1SNB,POINT (-94.091059 30.066305),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,
B482450017001073H003,482450017001073,482450017001073,482450017001,48245001700,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,88732.0,0.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473792-86273W85+GP6-3-1-4-2,1.0,1.0,ST00nsi-482473792-86273W85+GP6-3-1-4-2AP000000,nsi-482473792-86273W85+GP6-3-1-4-2,1.0,1.0,Beaumont,-94.090748,30.06628,RES1-1SNB,POINT (-94.090748 30.06628),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H013,482450017001073,482450017001073,482450017001,48245001700,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450017001073,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482473794-86273W85+GQ8-3-2-3-2,2.0,2.0,ST00nsi-482473794-86273W85+GQ8-3-2-3-2AP000000,nsi-482473794-86273W85+GQ8-3-2-3-2,1.0,1.0,Beaumont,-94.090549,30.066284,RES1-1SNB,POINT (-94.090549 30.066284),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,
B482450017001073H002,482450017001073,482450017001073,482450017001,48245001700,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,92963.0,0.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473796-86273W85+FH8-2-2-2-3,1.0,1.0,ST00nsi-482473796-86273W85+FH8-2-2-2-3AP000000,nsi-482473796-86273W85+FH8-2-2-2-3,1.0,1.0,Beaumont,-94.091053,30.066152,RES1-1SNB,POINT (-94.091053 30.066152),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H014,482450017001073,482450017001073,482450017001,48245001700,48245.0,0.0,,,,,7.0,0.0,0.0,0.0,,,B482450017001073,1.0,2.0,3.0,0.0,0.0,0.0,ST00nsi-482473798-86273W85+9W3-4-2-3-1,2.0,2.0,ST00nsi-482473798-86273W85+9W3-4-2-3-1AP000000,nsi-482473798-86273W85+9W3-4-2-3-1,1.0,1.0,Beaumont,-94.090193,30.065895,RES1-1SNB,POINT (-94.090193 30.065895),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,
B482450017001073H001,482450017001073,482450017001073,482450017001,48245001700,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,79920.0,0.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473800-86273W85+9R5-3-2-3-1,1.0,1.0,ST00nsi-482473800-86273W85+9R5-3-2-3-1AP000000,nsi-482473800-86273W85+9R5-3-2-3-1,1.0,1.0,Beaumont,-94.090379,30.065877,RES1-1SNB,POINT (-94.090379 30.065877),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H007,482450017001073,482450017001073,482450017001,48245001700,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,3.0,70992.0,0.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473802-86273W85+9M5-2-2-3-1,1.0,1.0,ST00nsi-482473802-86273W85+9M5-2-2-3-1AP000000,nsi-482473802-86273W85+9M5-2-2-3-1,1.0,1.0,Beaumont,-94.090753,30.065877,RES1-1SNB,POINT (-94.090753 30.065877),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H009,482450017001073,482450017001073,482450017001,48245001700,48245.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,12.0,4.0,88388.0,0.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473804-86273W86+945-2-2-2-2,1.0,1.0,ST00nsi-482473804-86273W86+945-2-2-2-2AP000000,nsi-482473804-86273W86+945-2-2-2-2,1.0,1.0,Beaumont,-94.08964,30.065888,RES1-1SNB,POINT (-94.08964 30.065888),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H011,482450017001073,482450017001073,482450017001,48245001700,48245.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,88581.0,0.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473806-86273W85+8QV-4-2-2-1,1.0,1.0,ST00nsi-482473806-86273W85+8QV-4-2-2-1AP000000,nsi-482473806-86273W85+8QV-4-2-2-1,1.0,1.0,Beaumont,-94.090566,30.065874,RES1-1SNB,POINT (-94.090566 30.065874),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
B482450017001073H008,482450017001073,482450017001073,482450017001,48245001700,48245.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,48071.0,0.0,B482450017001073,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482473808-86273W85+8HG-2-3-2-3,1.0,1.0,ST00nsi-482473808-86273W85+8HG-2-3-2-3AP000000,nsi-482473808-86273W85+8HG-2-3-2-3,1.0,1.0,Beaumont,-94.091049,30.065813,RES1-1SNB,POINT (-94.091049 30.065813),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.32471785,"2 Black alone, Not Hispanic"
